"Date","Adair","Allen","Anderson","Ballard","Barren","Bath","Bell","Boone","Bourbon","Boyd","Boyle","Bracken","Breathitt","Breckinridge","Bullitt","Butler","Caldwell","Calloway","Campbell","Carlisle","Carroll","Carter","Casey","Christian","Clark","Clay","Clinton","Crittenden","Cumberland","Daviess","Edmonson","Elliott","Estill","Fayette","Fleming","Floyd","Franklin","Fulton","Gallatin","Garrard","Grant","Graves","Grayson","Green","Greenup","Hancock","Hardin","Harlan","Harrison","Hart","Henderson","Henry","Hickman","Hopkins","Jackson","Jefferson","Jessamine","Johnson","Kenton","Knott","Knox","Larue","Laurel","Lawrence","Lee","Leslie","Letcher","Lewis","Lincoln","Livingston","Logan","Lyon","Madison","Magoffin","Marion","Marshall","Martin","Mason","McCracken","McCreary","McLean","Meade","Menifee","Mercer","Metcalfe","Monroe","Montgomery","Morgan","Muhlenberg","Nelson","Nicholas","Ohio","Oldham","Owen","Owsley","Pendleton","Perry","Pike","Powell","Pulaski","Robertson","Rockcastle","Rowan","Russell","Scott","Shelby","Simpson","Spencer","Taylor","Todd","Trigg","Trimble","Union","Warren","Washington","Wayne","Webster","Whitley","Wolfe","Woodford"
2020-04-24,80,6,7,5,9,3,0,98,7,31,17,7,2,7,40,98,13,26,70,1,2,4,1,85,19,1,2,3,4,145,11,0,0,226,2,6,15,1,1,1,18,89,37,1,10,6,32,0,18,2,44,3,2,170,58,1121,31,1,223,3,5,5,13,1,0,2,1,3,4,1,8,14,26,0,13,23,3,6,31,11,10,4,3,11,0,3,10,1,91,17,1,34,24,0,3,5,3,8,1,39,0,11,2,16,23,26,22,9,5,10,4,2,8,165,4,6,16,10,0,19
2020-04-25,83,7,7,5,13,4,0,103,7,33,17,7,2,7,43,103,13,29,73,1,2,4,1,85,19,1,2,3,4,147,13,0,0,235,2,6,15,1,1,2,18,109,42,1,11,6,34,0,18,2,45,4,2,174,58,1121,32,1,226,3,5,5,14,1,0,2,1,3,4,1,8,14,27,0,14,27,3,6,34,11,11,6,3,11,0,3,10,1,96,17,1,38,24,0,3,5,6,8,1,41,0,11,2,16,23,26,23,10,6,10,5,2,8,184,5,6,19,10,0,19
2020-04-26,83,7,8,7,13,4,0,113,7,33,17,7,2,8,48,104,13,31,79,1,2,4,1,85,19,1,2,3,5,154,15,0,0,238,2,10,16,1,1,2,18,114,60,1,11,6,35,0,18,2,45,6,1,183,60,1120,34,2,227,3,5,5,14,1,0,2,2,3,4,1,8,14,29,0,15,31,3,6,43,11,12,7,3,11,0,4,10,1,111,19,1,38,27,0,3,5,6,9,1,41,0,11,2,16,25,28,24,10,6,11,5,3,8,219,5,6,20,11,0,19
2020-04-27,77,8,8,7,15,4,0,116,7,33,17,7,2,8,50,103,13,31,81,2,2,4,1,86,19,1,2,3,5,157,17,0,0,239,2,10,16,1,1,2,18,119,60,1,11,6,37,0,17,2,49,6,1,187,60,1140,34,2,230,3,6,5,14,1,0,2,2,3,4,4,8,14,29,0,16,33,3,6,44,11,12,9,3,11,0,4,10,1,111,19,1,38,27,0,2,6,6,9,1,41,0,11,2,16,24,28,24,10,6,11,5,3,8,234,5,6,19,11,0,19
2020-04-28,79,9,8,9,15,4,0,125,7,33,17,7,2,8,51,113,13,31,85,2,2,5,1,86,19,1,3,4,5,169,17,0,0,242,2,12,16,1,1,2,20,122,60,1,11,6,37,0,17,2,58,6,1,191,59,1224,37,3,247,3,6,5,14,1,0,2,2,3,5,4,8,13,29,0,16,34,3,6,48,11,12,11,3,11,0,4,11,1,114,20,1,40,28,1,2,6,6,11,1,43,0,11,2,16,24,28,24,10,8,12,8,3,8,263,5,7,21,11,0,17
2020-04-29,79,12,8,9,16,4,0,125,7,33,17,7,2,9,51,114,13,31,86,2,2,5,1,86,20,1,3,4,5,182,19,0,0,246,2,13,16,1,1,2,20,124,62,1,11,6,37,0,17,3,58,6,1,192,59,1281,40,3,248,3,6,5,15,1,0,2,2,3,5,4,8,13,29,0,16,34,3,6,48,11,13,11,3,11,1,5,11,1,116,21,1,40,29,1,2,6,6,11,1,43,0,11,2,16,24,28,27,12,8,12,9,3,8,313,5,9,21,11,0,18
2020-04-30,81,13,8,9,17,4,0,138,8,31,17,7,2,9,53,116,13,34,89,2,2,5,1,86,21,1,3,4,5,188,26,0,0,248,2,13,16,2,1,2,21,131,65,1,11,6,40,0,17,3,58,6,1,196,59,1307,41,3,276,4,6,5,17,1,0,4,2,3,5,4,10,13,28,0,16,34,3,6,55,11,15,12,3,11,1,5,11,1,123,22,1,39,29,1,2,6,12,11,1,43,0,11,2,16,24,30,27,13,8,12,9,3,8,332,5,9,22,11,0,18
2020-05-01,81,14,8,10,17,4,0,144,8,31,17,9,2,9,55,141,13,34,92,2,2,5,1,88,21,1,3,4,5,194,26,0,0,254,2,14,16,2,1,2,21,137,69,1,11,6,44,0,17,4,62,6,1,201,59,1352,41,3,286,4,6,5,17,1,0,4,2,3,5,5,11,13,29,0,17,34,3,6,58,11,15,12,3,11,1,5,12,1,125,23,1,49,32,1,2,6,13,13,1,43,0,11,2,16,24,30,28,13,8,12,9,3,8,344,5,9,22,11,0,18
2020-05-02,81,14,8,10,17,4,0,144,8,31,17,9,2,9,55,141,12,34,92,2,2,5,1,88,21,1,3,4,5,194,26,0,0,254,2,14,16,2,1,2,21,137,69,1,11,6,44,0,17,4,62,6,1,201,59,1352,40,3,286,4,6,5,17,1,0,4,2,3,5,5,11,13,29,0,17,34,3,6,58,11,15,12,3,11,1,5,12,1,125,23,1,49,32,1,2,5,13,13,1,43,0,10,2,16,24,30,28,13,8,12,9,3,8,344,5,7,22,11,0,18
2020-05-03,81,14,9,10,18,4,0,170,8,31,17,9,2,9,56,143,12,35,95,2,2,6,1,90,20,1,3,4,5,217,26,0,0,287,2,12,17,2,1,2,25,138,79,1,12,6,48,0,17,4,65,8,1,206,59,1403,40,3,308,4,6,5,17,1,0,4,3,3,5,6,13,13,29,0,17,34,3,6,59,11,16,14,3,11,1,6,12,1,132,24,1,51,33,1,2,5,14,13,1,43,0,10,2,16,24,32,29,13,8,12,9,3,8,369,5,7,23,11,0,18
2020-05-04,81,14,9,8,20,4,0,171,9,31,17,9,2,9,56,167,12,35,97,2,2,6,1,90,20,1,3,4,5,223,26,0,0,295,2,12,17,1,1,2,25,141,84,1,12,6,49,0,18,6,67,8,4,203,59,1419,40,3,317,4,6,5,17,1,0,4,3,3,5,6,14,13,30,0,17,33,3,6,62,11,16,15,3,11,1,6,11,1,132,24,1,53,33,1,2,5,14,13,1,43,0,11,2,16,24,31,28,14,8,12,9,3,8,400,5,8,24,11,0,18
2020-05-05,81,16,9,8,22,4,0,191,8,31,17,9,2,9,68,181,12,35,103,2,2,6,1,91,20,1,3,4,5,242,36,0,0,298,2,12,16,1,1,2,26,143,91,1,12,6,52,0,18,8,73,8,5,204,60,1497,40,3,340,4,8,5,19,1,0,4,3,3,5,6,15,13,31,0,17,33,3,6,63,11,16,15,3,11,1,6,11,1,442,24,1,62,36,1,2,5,14,13,1,43,0,12,2,17,25,33,31,15,8,13,9,3,9,426,5,8,25,11,0,17
2020-05-06,82,19,9,8,22,4,0,196,8,31,16,9,2,11,72,183,12,35,107,2,2,6,1,92,20,1,3,4,5,247,38,0,0,306,2,12,16,1,1,2,27,142,90,1,12,6,55,0,18,8,72,8,5,211,60,1535,40,3,353,4,6,6,20,1,0,4,3,3,6,6,15,13,31,0,17,33,3,6,65,11,16,17,3,10,1,6,11,1,446,24,1,62,35,1,2,5,14,14,1,43,0,13,2,17,24,34,31,16,8,13,9,3,10,447,5,8,26,11,0,17
2020-05-07,84,25,9,8,24,4,0,197,8,32,16,10,2,11,74,188,12,35,110,2,2,6,1,92,20,1,3,4,5,258,41,0,0,328,2,13,16,1,1,2,27,145,93,1,12,6,56,1,18,8,75,8,5,212,60,1578,40,4,360,4,6,6,20,1,0,4,3,3,6,6,24,13,33,0,17,33,3,6,68,11,16,17,3,10,2,6,11,1,446,28,1,65,36,1,2,5,14,15,1,43,0,13,2,17,32,35,32,16,9,13,9,3,10,486,5,8,27,11,0,17
2020-05-08,84,25,9,8,24,4,0,203,8,32,16,10,2,13,79,192,12,36,114,3,2,6,1,93,20,2,3,4,5,260,45,0,0,342,2,15,16,1,1,3,29,146,93,1,12,6,61,1,18,8,75,8,5,213,56,1610,41,4,372,4,6,6,21,1,0,5,3,5,5,6,35,14,33,0,17,33,3,6,68,11,16,18,3,11,2,6,11,1,452,29,1,65,37,1,2,5,14,15,1,43,0,13,3,18,32,44,32,16,9,13,9,3,10,512,5,8,26,11,0,17
2020-05-09,86,25,9,8,28,5,0,210,8,32,17,10,2,13,82,195,12,37,115,3,2,6,1,93,20,2,3,4,5,260,45,0,0,368,1,15,17,1,1,3,30,148,95,1,12,6,61,1,19,8,77,9,5,214,56,1642,46,5,383,4,7,6,22,1,0,5,3,5,5,6,46,14,34,0,17,34,3,7,69,12,16,18,3,11,2,6,11,1,453,30,1,68,38,1,2,5,14,15,1,43,0,13,3,18,32,49,32,16,9,14,9,3,10,530,5,8,26,11,0,17
2020-05-10,86,25,9,8,28,5,0,210,8,32,17,10,2,13,82,195,12,37,115,3,2,6,1,93,20,2,3,4,5,260,45,0,0,368,1,15,17,1,1,3,30,148,95,1,12,6,61,1,19,8,77,9,5,214,56,1642,46,5,383,4,7,6,22,1,0,5,3,5,5,6,46,14,34,0,17,34,3,7,69,12,16,18,3,11,2,6,11,1,453,30,1,68,38,1,2,5,14,15,1,43,0,13,3,18,32,49,32,16,9,14,9,3,10,530,5,8,26,11,0,17
2020-05-11,88,29,9,8,28,6,0,232,8,33,17,9,2,13,83,201,12,40,118,3,2,6,1,95,20,2,3,4,5,270,45,0,0,392,1,15,17,1,1,3,31,149,98,1,13,6,61,1,19,8,80,10,5,214,56,1691,47,5,401,4,7,6,21,1,0,5,3,6,5,6,57,14,34,0,17,34,3,7,72,13,17,18,3,11,2,6,11,1,457,31,1,72,37,1,2,6,16,15,1,44,0,13,6,18,32,52,32,17,9,15,9,3,10,573,5,8,29,12,0,18
2020-05-12,88,30,10,8,30,7,0,238,8,37,17,9,2,13,86,200,12,43,120,3,2,7,1,95,20,2,3,4,5,274,45,0,0,409,1,15,18,1,1,4,31,149,99,1,13,6,63,1,19,9,80,10,5,214,56,1713,49,5,408,4,7,6,21,1,0,5,3,6,5,7,69,14,35,0,17,34,3,7,73,13,17,18,3,12,3,6,13,1,457,31,1,73,41,1,2,6,16,18,1,45,0,13,6,18,33,54,32,16,9,15,9,3,10,637,5,8,29,12,0,19
2020-05-13,88,30,10,8,30,7,0,238,8,37,17,9,2,13,86,200,12,43,120,3,2,7,1,95,20,2,3,4,5,274,45,0,0,409,1,15,18,1,1,4,31,149,99,1,13,6,63,1,19,9,80,10,5,214,56,1713,49,5,408,4,7,6,21,1,0,5,3,6,5,7,69,14,35,0,17,34,3,7,73,13,17,18,3,12,3,6,13,1,457,31,1,73,41,1,2,6,16,18,1,45,0,13,6,18,33,54,32,16,9,15,9,3,10,637,5,8,29,12,0,19
2020-05-14,91,33,10,10,34,7,0,276,8,38,18,9,2,14,89,205,12,43,128,3,2,7,2,95,20,2,3,4,5,277,46,0,0,467,2,16,18,1,2,4,31,152,101,1,13,7,72,1,19,16,83,11,5,215,57,1741,50,5,432,4,7,6,21,2,0,6,5,8,5,7,77,14,41,0,17,34,3,8,76,13,18,18,3,12,3,6,16,1,457,32,1,85,50,1,2,6,18,22,1,47,0,12,6,19,33,54,35,16,9,15,9,3,10,730,5,8,31,12,0,19
2020-05-15,92,37,10,10,34,7,0,285,8,38,18,9,2,14,92,212,12,43,129,3,2,8,2,95,20,2,3,4,5,287,49,0,0,530,1,16,18,1,2,4,32,152,103,1,13,7,71,1,19,15,85,12,5,215,57,1772,50,5,437,4,7,6,21,2,0,5,5,8,7,7,80,14,42,0,17,35,3,8,80,13,18,18,3,12,3,6,16,1,464,32,1,108,50,1,2,6,19,23,1,47,0,12,6,19,34,65,35,16,9,17,9,3,10,751,5,8,32,12,0,19
2020-05-16,92,38,10,10,34,7,0,316,8,38,18,9,2,14,93,217,12,46,131,3,2,8,2,95,20,2,3,4,5,287,50,0,0,550,1,16,20,1,2,4,32,152,103,1,13,7,73,1,19,15,87,12,5,215,57,1865,50,5,444,4,8,6,21,1,0,6,5,8,7,7,87,14,43,1,17,35,3,8,81,13,19,20,3,12,3,6,16,1,465,32,1,113,55,1,2,6,19,28,1,49,0,12,6,23,34,75,37,16,9,17,9,3,10,776,6,8,32,12,0,19
2020-05-17,92,38,10,10,34,7,0,316,8,38,18,9,2,14,93,217,12,46,131,3,2,8,2,95,20,2,3,4,5,287,50,0,0,550,1,16,20,1,2,4,32,152,103,1,13,7,73,1,19,15,87,12,5,215,57,1865,50,5,444,4,8,6,21,1,0,6,5,8,7,7,87,14,43,1,17,35,3,8,81,13,19,20,3,12,3,6,16,1,465,32,1,113,55,1,2,6,19,28,1,49,0,12,6,23,34,75,37,16,9,17,9,3,10,776,6,8,32,12,0,19
2020-05-18,95,39,13,10,34,7,1,355,8,39,18,10,2,14,98,217,12,46,134,3,3,8,2,97,21,2,3,4,5,293,50,0,0,564,3,16,18,2,3,3,35,154,107,1,13,6,84,1,19,16,91,12,5,214,57,1916,52,5,472,4,8,6,21,1,0,6,5,8,7,7,92,14,49,1,17,36,3,8,85,13,18,20,4,12,3,6,16,1,470,33,1,116,54,2,2,6,20,28,1,50,0,12,6,22,33,76,38,16,9,17,9,3,10,810,5,8,32,12,0,19
2020-05-19,94,41,13,10,34,7,1,361,8,39,19,10,2,15,99,217,12,47,135,3,3,9,2,98,21,3,3,4,5,296,50,0,0,596,3,16,20,2,3,3,35,154,109,1,13,6,85,1,19,16,91,13,5,215,57,1959,51,5,479,4,8,6,21,1,0,6,5,7,7,7,94,14,50,1,17,36,3,8,85,13,18,20,4,12,3,6,16,1,468,34,1,117,57,1,2,6,20,28,1,50,0,12,6,22,33,78,39,16,9,17,9,3,10,828,5,8,32,13,1,19
2020-05-20,94,43,15,9,38,7,1,359,8,39,20,10,2,17,101,217,12,48,137,3,4,9,2,98,35,3,3,4,5,296,51,1,0,591,2,16,22,2,3,3,36,152,110,1,13,6,88,1,18,18,91,13,5,215,59,1968,51,5,486,4,8,6,21,1,0,6,4,7,7,7,101,14,45,1,17,36,3,8,85,13,18,20,6,12,3,6,17,1,468,34,1,117,59,1,2,6,19,28,1,50,0,13,7,22,34,82,43,16,9,17,9,3,10,863,5,8,32,13,1,19
2020-05-21,95,44,15,9,38,8,1,368,9,39,20,10,2,16,101,218,12,49,141,5,6,9,2,98,36,3,3,4,5,299,51,1,0,596,2,16,24,3,3,4,36,152,119,1,13,6,88,1,18,17,93,13,5,216,60,1994,50,5,503,4,8,6,21,1,0,6,4,7,8,8,108,14,45,1,17,36,3,8,85,13,19,20,6,12,4,7,17,1,468,35,1,117,60,1,2,7,19,28,1,51,0,13,7,22,34,84,43,16,10,16,9,4,10,878,5,8,32,13,1,19
2020-05-22,96,44,15,9,40,8,1,379,9,39,20,11,2,16,101,219,12,49,144,5,6,9,2,101,37,3,3,5,5,300,53,1,0,603,2,16,24,3,5,4,36,152,120,1,13,6,90,1,18,17,93,14,5,218,60,2021,50,5,520,4,8,6,21,1,0,6,4,7,8,8,113,14,45,1,18,37,3,8,85,13,19,21,8,12,4,7,17,1,468,36,1,117,60,1,2,7,19,28,1,53,0,13,7,22,34,89,44,16,10,16,9,5,10,906,5,8,32,13,1,25
2020-05-23,96,47,15,9,42,8,1,387,9,39,20,11,3,16,104,218,12,49,146,5,7,9,2,103,37,4,3,5,5,305,54,1,0,619,2,16,24,3,8,4,36,157,121,1,13,6,96,1,18,20,95,14,5,218,60,2050,51,5,527,4,8,7,21,1,0,6,4,7,8,8,115,14,45,2,18,37,3,8,87,13,19,21,8,12,4,14,21,1,471,35,1,120,60,1,2,7,19,28,1,55,0,13,7,22,34,92,44,16,11,16,9,5,10,920,6,8,32,13,1,25
2020-05-24,96,47,15,9,42,8,1,387,9,39,20,11,3,16,104,218,12,49,146,5,7,9,2,103,37,4,3,5,5,305,54,1,0,619,2,16,24,3,8,4,36,157,121,1,13,6,96,1,18,20,95,14,5,218,60,2050,51,5,527,4,8,7,21,1,0,6,4,7,8,8,115,14,45,2,18,37,3,8,87,13,19,21,8,12,4,14,21,1,471,35,1,120,60,1,2,7,19,28,1,55,0,13,7,22,34,92,44,16,11,16,9,5,10,920,6,8,32,13,1,25
2020-05-25,96,47,15,9,42,8,1,387,9,39,20,11,3,16,104,218,12,49,146,5,7,9,2,103,37,4,3,5,5,305,54,1,0,619,2,16,24,3,8,4,36,157,121,1,13,6,96,1,18,20,95,14,5,218,60,2050,51,5,527,4,8,7,21,1,0,6,4,7,8,8,115,14,45,2,18,37,3,8,87,13,19,21,8,12,4,14,21,1,471,35,1,120,60,1,2,7,19,28,1,55,0,13,7,22,34,92,44,16,11,16,9,5,10,920,6,8,32,13,1,25
2020-05-26,96,56,15,10,43,8,1,392,9,39,22,11,3,16,105,224,12,48,148,5,7,9,2,104,38,7,3,5,5,308,56,1,0,644,3,16,25,3,8,5,39,157,124,1,13,7,97,1,18,21,99,18,5,219,61,2219,55,5,537,4,8,7,21,2,0,6,4,7,8,8,125,14,47,2,18,37,3,8,89,13,21,21,8,13,4,15,22,1,474,36,1,128,65,1,2,7,19,28,1,54,0,13,7,22,35,132,49,17,11,17,9,5,10,949,6,8,32,13,1,26
2020-05-27,96,56,15,10,44,8,1,403,10,39,23,11,3,17,109,226,12,48,150,5,7,9,2,106,38,7,3,5,5,312,56,1,0,650,3,16,25,4,12,5,39,159,124,1,14,7,98,1,18,21,103,19,5,219,61,2253,56,5,541,4,8,7,21,2,0,6,4,7,8,9,125,14,47,2,19,37,3,8,89,13,22,21,10,13,4,16,22,1,475,38,3,138,70,1,2,8,19,28,1,56,0,13,7,23,35,138,49,17,11,17,10,5,10,950,6,8,32,13,1,26
2020-05-28,96,63,16,10,44,8,1,409,10,39,23,11,3,17,109,227,12,48,153,5,10,9,2,107,38,7,3,5,5,313,56,1,0,661,3,16,28,5,15,5,39,159,124,1,14,7,99,1,18,21,103,19,5,221,61,2267,56,5,547,4,8,7,21,2,1,6,4,7,8,9,128,14,47,2,20,37,3,9,95,13,22,21,10,13,4,16,23,1,482,38,3,141,72,2,2,8,19,28,1,56,0,13,7,23,35,140,49,19,11,17,10,5,10,964,6,8,32,13,1,26
2020-05-29,97,70,18,10,45,9,1,423,10,39,23,11,3,17,111,228,12,50,164,5,11,9,3,109,39,7,3,6,5,316,56,1,0,702,3,16,35,6,33,5,41,162,124,1,14,7,100,1,18,21,106,19,5,221,61,2329,57,5,566,4,8,7,21,2,1,6,4,7,8,9,139,14,50,2,20,38,3,9,95,13,22,21,10,13,6,16,23,1,482,41,3,141,74,2,2,8,19,29,1,56,0,13,7,23,35,156,51,19,11,17,10,5,11,995,6,8,32,13,1,27
2020-05-30,97,70,18,12,45,9,1,436,11,39,25,12,3,17,111,228,12,50,173,5,12,11,3,110,41,7,3,6,5,317,56,1,0,714,3,16,38,7,36,5,42,165,124,1,14,7,102,1,18,22,110,22,5,221,61,2437,62,5,585,4,8,8,21,2,1,6,4,7,8,9,145,15,55,2,21,38,3,9,95,13,22,22,10,13,6,17,24,1,483,41,3,144,83,2,2,9,19,29,1,58,0,13,7,24,35,164,52,22,11,17,10,6,11,1007,6,8,32,13,1,27
2020-05-31,97,70,18,12,45,9,1,436,11,39,25,12,3,17,111,228,12,50,173,5,12,11,3,110,41,7,3,6,5,317,56,1,0,714,3,16,38,7,36,5,42,165,124,1,14,7,102,1,18,22,110,22,5,221,61,2437,62,5,585,4,8,8,21,2,1,6,4,7,8,9,145,15,55,2,21,38,3,9,95,13,22,22,10,13,6,17,24,1,483,41,3,144,83,2,2,9,19,29,1,58,0,13,7,24,35,164,52,22,11,17,10,6,11,1007,6,8,32,13,1,27
2020-06-01,97,93,20,12,47,9,1,459,11,40,25,13,3,17,115,232,12,52,182,5,14,12,3,111,42,7,4,6,5,324,56,1,0,760,3,16,38,7,37,5,42,166,126,1,14,7,103,4,21,24,111,22,5,222,61,2519,65,5,608,4,8,8,21,3,1,6,4,7,8,9,150,15,55,2,21,38,3,9,97,13,22,22,10,13,6,20,25,1,484,41,3,148,99,3,2,10,19,30,1,58,0,13,7,24,35,175,54,22,11,17,10,6,12,1038,6,8,32,13,1,27
2020-06-02,97,92,22,12,49,9,1,467,11,40,26,13,3,17,119,232,12,52,185,5,14,12,3,111,42,7,4,7,5,323,56,1,1,770,3,17,55,7,43,5,42,167,126,1,14,7,106,4,23,23,112,22,5,222,61,2562,68,5,614,4,10,8,21,4,1,6,4,7,8,9,152,15,55,2,24,38,3,9,97,13,22,22,10,14,6,21,25,1,484,42,3,148,100,3,2,11,21,30,1,61,0,13,7,24,35,178,54,22,12,17,10,6,15,1045,6,8,32,13,1,29
2020-06-03,97,96,21,12,49,9,1,492,11,40,26,13,3,17,119,235,12,53,191,5,14,14,5,114,43,7,4,7,5,330,57,1,1,803,2,17,63,8,46,5,46,166,127,1,14,7,109,4,23,23,112,22,5,224,61,2612,67,5,638,4,10,8,21,4,1,6,3,7,8,9,155,15,54,2,25,37,3,10,99,13,22,22,10,14,7,21,25,3,479,44,3,148,103,3,2,11,22,30,1,61,0,13,7,25,35,184,55,24,13,18,10,6,15,1067,7,8,33,13,1,29
2020-06-04,97,100,21,12,50,9,2,505,12,41,28,13,3,17,119,235,12,53,194,5,15,14,5,118,53,7,5,7,5,337,57,1,1,808,2,17,68,8,46,5,47,166,132,2,14,7,111,4,27,23,117,22,5,224,61,2760,67,5,653,4,10,9,21,4,1,6,3,7,9,9,158,15,57,2,27,37,3,10,107,13,22,23,10,14,7,25,25,3,479,44,3,150,105,3,2,11,22,32,1,60,0,13,7,26,37,184,55,24,13,23,11,6,15,1081,7,8,34,13,1,31
2020-06-05,98,102,22,12,53,9,2,508,12,42,28,14,3,19,119,236,12,54,194,5,15,14,8,123,58,8,5,7,5,339,58,1,1,840,2,17,73,10,46,5,47,166,134,2,14,7,119,4,28,24,118,23,5,224,61,2843,69,5,663,4,10,9,21,5,1,6,3,7,11,9,164,15,57,2,31,37,3,12,111,13,22,23,10,15,7,25,25,3,480,44,4,151,109,3,2,14,22,34,1,64,0,13,7,30,37,214,55,24,13,23,11,6,15,1099,8,9,34,13,1,32
2020-06-06,99,102,25,13,53,9,2,516,14,42,28,14,3,19,121,237,12,55,196,5,15,17,8,127,58,8,5,7,5,340,58,1,1,854,2,17,77,11,46,5,47,166,135,2,14,7,120,4,28,27,119,24,5,224,61,3043,73,5,671,4,10,11,21,5,1,6,3,7,11,9,168,17,59,2,34,37,3,12,112,13,22,23,10,15,7,25,30,3,485,45,4,151,109,3,2,14,22,36,1,65,0,13,8,30,37,216,54,25,13,23,11,6,15,1112,8,9,34,13,1,33
2020-06-07,99,102,25,13,53,9,2,516,14,42,28,14,3,19,121,237,12,55,196,5,15,17,8,127,58,8,5,7,5,340,58,1,1,854,2,17,77,11,46,5,47,166,135,2,14,7,120,4,28,27,119,24,5,224,61,3043,73,5,671,4,10,11,21,5,1,6,3,7,11,9,168,17,59,2,34,37,3,12,112,13,22,23,10,15,7,25,30,3,485,45,4,151,109,3,2,14,22,36,1,65,0,13,8,30,37,216,54,25,13,23,11,6,15,1112,8,9,34,13,1,33
2020-06-08,98,105,25,13,55,9,2,522,16,42,28,14,3,19,121,238,12,55,198,5,15,17,8,127,59,10,5,7,5,342,60,1,1,902,2,17,81,12,46,5,51,166,135,2,14,7,119,8,28,27,119,24,5,224,61,3104,73,5,680,4,10,11,22,5,1,6,3,7,11,9,170,17,61,2,34,37,3,13,112,13,22,23,10,15,7,27,30,3,486,45,4,155,111,3,2,14,22,36,1,65,0,13,8,30,38,219,54,25,14,23,11,6,15,1127,8,9,34,13,1,35
