"Date","Adair","Andrew","Atchison","Audrain","Barry","Barton","Bates","Benton","Bollinger","Boone","Buchanan","Butler","Caldwell","Callaway","Camden","Cape Girardeau","Carroll","Carter","Cass","Cedar","Chariton","Christian","Clark","Clay","Clinton","Cole","Cooper","Crawford","Dade","Dallas","Daviess","DeKalb","Dent","Douglas","Dunklin","Franklin","Gasconade","Gentry","Greene","Grundy","Harrison","Henry","Hickory","Holt","Howard","Howell","Iron","Jackson","Jasper","Jefferson","Johnson","Kansas City","Knox","Laclede","Lafayette","Lawrence","Lewis","Lincoln","Linn","Livingston","Macon","Madison","Maries","Marion","McDonald","Mercer","Miller","Mississippi","Moniteau","Monroe","Montgomery","Morgan","New Madrid","Newton","Nodaway","Oregon","Osage","Ozark","Pemiscot","Perry","Pettis","Phelps","Pike","Platte","Polk","Pulaski","Putnam","Ralls","Randolph","Ray","Reynolds","Ripley","Saline","Schuyler","Scotland","Scott","Shannon","Shelby","St. Charles","St. Clair","St. Francois","St. Louis","St. Louis City","Ste. Genevieve","Stoddard","Stone","Sullivan","Taney","Texas","Vernon","Warren","Washington","Wayne","Webster","Worth","Wright"
2020-06-09,74,33,3,117,9,0,12,13,7,194,755,51,8,34,38,87,9,5,105,9,6,29,1,249,20,61,9,9,0,6,6,7,1,3,49,156,2,54,179,0,9,12,0,2,3,15,3,727,70,411,78,1594,0,7,83,8,7,121,10,5,6,3,2,6,40,0,4,65,49,0,13,9,23,36,14,2,6,0,97,75,83,5,28,80,4,109,0,5,10,24,2,11,283,0,9,127,0,1,852,3,41,5427,2132,12,109,10,68,14,1,12,30,13,0,18,4,14
2020-06-10,74,34,3,119,9,0,12,13,7,197,762,51,8,34,38,88,9,5,108,9,6,29,2,254,20,61,9,9,0,6,7,7,1,3,52,156,2,54,183,0,9,15,0,2,3,17,3,752,79,411,78,1626,0,7,83,8,7,121,11,5,6,3,2,6,42,0,5,66,49,0,13,9,24,44,14,2,6,0,99,75,84,6,29,81,4,109,0,5,10,24,2,11,283,0,9,128,0,1,871,3,41,5455,2145,13,109,10,71,14,1,12,31,13,0,18,4,14
2020-06-11,74,34,3,120,9,0,12,13,8,204,768,51,8,34,38,98,9,5,110,9,6,29,2,262,20,61,9,9,0,6,7,7,1,3,54,164,2,54,184,0,9,15,0,2,3,18,3,782,87,427,79,1654,0,8,83,8,7,121,11,5,6,3,2,7,46,0,5,68,49,0,13,9,28,47,15,3,6,0,99,79,84,6,29,84,7,109,0,5,10,24,2,11,283,0,9,132,0,1,879,3,41,5460,2162,13,109,10,71,15,1,12,31,13,0,18,4,14
2020-06-12,75,34,3,122,9,1,12,14,8,204,772,40,7,34,38,101,9,5,111,9,6,29,1,284,19,57,9,8,0,6,7,7,1,3,54,166,2,54,185,8,9,16,0,1,3,19,2,791,107,374,79,1680,2,9,84,7,7,88,11,4,6,3,2,7,63,5,4,70,49,3,12,9,32,49,15,3,5,0,99,80,84,6,31,89,7,106,1,5,10,24,2,12,270,1,8,134,6,1,882,2,40,5460,2179,13,113,7,72,15,1,12,31,13,0,18,4,14
2020-06-13,80,35,3,122,10,1,12,14,9,208,784,41,7,36,38,104,10,5,111,9,6,29,1,288,20,57,9,8,0,6,7,8,1,3,55,166,2,54,188,12,9,16,0,1,3,20,2,819,122,376,80,1690,2,9,85,7,7,87,11,7,7,3,2,8,70,5,4,71,49,3,12,9,35,62,15,4,5,0,102,84,85,6,31,97,8,106,1,5,10,25,2,11,271,1,8,139,6,1,890,2,40,5506,2195,14,118,7,77,15,1,12,30,13,0,18,4,14
2020-06-14,80,35,3,122,10,1,12,14,9,208,784,41,7,36,38,104,10,5,111,9,6,29,1,288,20,57,9,8,0,6,7,8,1,3,55,166,2,54,188,12,9,16,0,1,3,20,2,819,122,376,80,1690,2,9,85,7,7,87,11,7,7,3,2,8,70,5,4,71,49,3,12,9,35,62,15,4,5,0,102,84,85,6,31,97,8,106,1,5,10,25,2,11,271,1,8,139,6,1,890,2,40,5536,2195,14,118,7,77,15,1,12,30,13,0,18,4,14
2020-06-15,83,35,3,122,14,7,12,14,10,215,787,46,7,40,40,108,10,5,114,9,6,30,1,293,21,57,9,9,1,6,7,9,1,3,61,168,2,54,193,12,9,16,0,1,3,26,2,865,139,378,80,1737,2,9,85,7,7,87,11,6,7,3,2,8,78,5,6,74,49,3,12,9,35,79,15,4,5,0,104,85,86,6,32,98,10,106,1,5,11,25,2,11,270,1,8,145,6,1,910,2,42,5604,2219,14,118,7,77,24,1,12,30,13,0,18,4,14
2020-06-16,84,35,3,122,15,9,12,14,10,216,791,48,7,40,43,110,11,5,115,9,6,30,1,299,21,57,9,9,1,6,7,9,1,3,64,172,2,54,197,11,9,17,0,1,3,27,2,889,178,381,81,1762,2,9,85,8,7,87,11,6,7,3,2,8,98,5,7,75,49,3,12,9,34,84,15,4,5,0,104,86,89,6,31,99,9,106,2,5,11,25,2,11,272,1,8,145,6,1,922,2,43,5653,2234,14,121,7,78,26,1,12,32,13,0,18,4,14
2020-06-17,85,35,3,122,20,11,12,14,10,222,793,53,8,40,45,111,11,5,109,9,6,30,1,301,21,57,11,9,1,6,7,9,1,3,64,173,2,54,199,11,9,18,0,1,3,28,2,916,184,388,84,1802,2,10,86,8,7,90,12,6,7,3,2,9,116,5,7,75,49,3,12,11,34,88,16,6,5,0,104,87,89,7,31,99,10,106,2,5,11,25,2,12,274,1,8,149,6,1,926,2,43,5669,2254,14,124,7,91,27,1,12,32,13,0,19,4,14
2020-06-18,85,36,3,123,25,10,12,14,11,226,800,58,8,42,45,114,11,5,110,9,6,31,1,319,23,57,12,10,1,7,7,9,1,3,65,178,2,54,210,12,9,17,0,1,3,29,2,933,192,389,87,1831,2,12,86,10,7,91,13,6,7,3,2,9,124,5,8,77,49,3,12,12,34,108,18,6,5,0,105,87,94,7,31,101,11,106,2,5,12,25,3,12,277,1,8,149,6,1,933,2,49,5731,2292,14,126,8,91,29,1,12,32,14,0,19,4,14
2020-06-19,85,39,3,133,28,15,12,14,11,246,802,59,8,42,45,117,11,6,112,9,6,31,1,334,22,58,12,10,1,9,7,10,1,3,66,180,3,54,214,16,9,17,0,1,3,31,2,976,196,391,90,1872,2,12,86,11,7,91,13,6,7,3,2,10,132,5,8,77,49,4,13,12,34,123,17,6,5,0,105,88,95,6,33,102,10,106,2,5,12,25,2,12,278,2,8,155,6,2,943,2,50,5769,2319,14,127,10,93,30,1,12,32,14,0,20,4,14
2020-06-20,84,41,3,134,31,15,12,15,12,257,805,62,9,42,47,119,11,6,116,9,6,32,1,342,23,60,12,10,1,9,7,10,2,3,79,188,4,54,218,17,9,17,0,2,3,30,2,1016,239,401,89,1914,2,16,86,11,7,91,13,6,7,3,2,11,170,5,10,77,49,5,13,12,34,177,17,6,5,1,105,91,98,7,33,102,10,106,2,6,12,25,2,14,278,2,8,157,6,2,951,2,50,5825,2319,16,126,10,96,30,2,12,33,14,1,20,4,14
2020-06-21,85,41,3,134,31,15,12,15,13,258,805,62,9,42,48,120,11,6,116,9,6,32,1,342,23,60,12,10,1,9,7,10,2,3,79,188,4,55,225,17,9,17,0,2,3,30,2,1018,266,401,89,1921,2,16,86,13,7,91,13,7,7,3,2,11,366,5,10,77,49,5,13,12,36,265,17,6,5,1,105,102,98,7,33,102,10,106,2,6,12,25,2,14,278,4,8,159,6,2,954,2,66,5850,2319,16,126,10,101,30,2,12,33,14,1,21,4,14
2020-06-22,86,42,3,134,31,15,12,15,12,266,809,62,9,42,50,121,11,6,116,9,6,32,1,348,23,61,13,10,1,10,7,10,2,3,79,191,4,55,228,17,11,17,0,1,5,30,2,1030,269,401,89,1945,2,20,86,13,7,92,13,7,7,3,3,11,371,5,11,79,49,5,13,12,34,268,17,6,5,1,106,104,100,7,34,102,10,106,2,6,12,25,2,14,278,4,8,160,6,2,957,2,68,5878,2319,16,127,10,102,32,2,13,33,14,1,21,4,14
2020-06-23,86,43,3,137,31,16,12,16,12,280,812,67,9,45,54,123,11,6,116,9,6,35,1,367,23,63,13,10,1,12,7,10,2,3,81,193,5,56,233,17,12,17,0,1,5,30,2,1054,324,407,91,2014,2,19,86,19,7,94,14,7,7,3,4,13,403,5,11,80,49,5,15,11,36,284,18,6,6,1,106,111,102,8,34,105,12,106,2,7,12,25,2,14,278,4,8,159,6,2,968,2,84,5941,2319,16,129,11,103,34,2,13,34,15,3,22,4,14
2020-06-24,87,45,3,137,32,17,12,16,12,288,819,68,9,46,55,123,11,6,116,9,6,37,2,375,23,64,13,10,1,12,7,10,2,3,82,192,6,57,238,18,12,17,0,1,5,34,2,1076,334,428,91,2057,2,20,86,20,7,95,14,10,7,3,4,13,422,5,11,80,49,5,15,13,36,301,17,6,6,1,108,111,102,12,34,107,11,115,2,9,12,25,2,16,278,4,8,159,6,3,974,2,97,6004,2142,16,129,11,102,35,5,13,34,17,3,23,4,14
2020-06-25,88,45,3,137,34,21,12,16,12,298,827,71,9,45,57,126,11,6,120,9,6,38,2,386,23,63,14,10,1,12,7,10,3,3,84,201,7,56,246,18,12,19,0,1,5,36,2,1074,389,432,96,2162,2,23,87,20,7,96,14,10,7,3,4,14,451,5,11,82,49,5,16,13,36,312,17,6,6,1,109,112,110,15,36,108,11,116,2,9,12,25,2,17,282,4,8,159,6,3,995,2,100,6092,2213,17,132,11,108,39,4,15,37,19,3,24,4,14
2020-06-26,88,45,3,139,36,21,12,17,13,313,834,75,9,46,60,133,11,6,123,9,6,39,2,406,23,73,14,11,1,12,8,10,3,3,92,202,9,57,260,18,12,19,0,1,5,36,3,1103,423,438,101,2211,2,25,87,28,7,95,14,11,7,3,4,14,473,6,12,88,49,5,16,13,36,332,17,6,6,1,109,119,110,22,36,110,13,117,2,9,12,25,2,17,282,5,10,161,6,3,1003,2,129,6201,2323,17,134,12,107,40,4,16,39,21,3,26,4,14
2020-06-27,90,49,3,138,43,21,12,17,12,313,838,75,9,44,60,141,11,6,125,9,6,40,2,414,23,72,14,11,1,12,8,11,3,3,92,204,11,57,265,18,13,19,0,1,5,36,3,1126,447,445,112,2242,2,25,87,30,7,96,15,11,7,4,4,15,498,6,12,88,49,5,16,13,38,348,17,7,7,1,110,123,116,21,36,114,13,120,2,9,12,25,2,17,282,5,11,161,6,3,1010,2,138,6293,2353,17,134,12,108,48,4,16,40,21,3,27,4,14
2020-06-28,90,49,3,138,45,22,12,16,12,327,838,75,9,44,60,145,11,6,130,9,6,41,2,414,23,72,14,11,1,12,8,11,3,3,92,204,11,57,265,18,13,19,0,1,5,36,3,1149,447,445,112,2292,2,25,87,30,7,96,15,11,7,4,4,15,498,6,12,88,49,5,16,13,38,351,17,7,7,1,110,123,116,23,36,114,13,120,2,9,12,25,2,17,282,5,11,161,6,3,1010,2,139,6357,2406,18,134,13,108,48,4,16,40,21,3,27,4,14
2020-06-29,90,50,3,138,47,24,12,16,12,343,862,99,9,45,63,153,11,6,135,9,6,43,2,443,23,75,14,12,1,13,8,11,3,4,93,206,12,57,282,19,13,20,0,1,5,37,3,1172,447,452,114,2345,2,26,88,32,7,96,15,12,8,6,4,16,540,6,14,89,50,5,16,13,42,368,19,7,7,1,110,134,116,25,36,117,13,120,2,9,12,25,2,19,283,5,11,164,7,3,1037,2,140,6446,2453,19,136,14,109,60,4,16,40,22,5,28,4,15
2020-06-30,91,51,3,138,52,25,12,16,12,352,869,101,9,46,66,161,11,6,138,9,6,44,2,454,25,75,14,12,1,13,9,11,3,4,98,206,13,58,292,19,14,20,0,1,5,38,3,1210,449,463,124,2380,2,29,88,34,7,96,15,12,8,6,4,17,567,6,15,90,52,5,17,14,42,398,20,7,7,2,110,146,120,35,36,117,15,125,3,10,12,25,2,19,283,5,11,168,8,3,1061,2,145,6582,2493,20,137,14,110,60,4,17,43,22,5,31,4,15
2020-07-01,91,52,3,138,52,26,12,16,12,363,873,106,10,46,66,171,12,6,140,9,6,45,2,460,25,76,14,12,1,13,9,11,3,5,104,208,13,58,292,19,14,20,0,1,5,40,3,1226,474,480,124,2457,2,30,91,37,7,96,16,13,8,6,4,19,570,6,15,91,52,5,20,14,42,427,20,7,7,2,110,146,120,40,36,117,16,125,3,10,12,26,2,19,283,5,11,169,8,4,1064,2,147,6616,2493,20,137,14,111,63,5,17,43,22,5,33,4,15
2020-07-02,91,54,4,139,66,26,12,17,12,372,880,108,11,51,67,182,12,6,141,9,6,46,2,472,26,79,16,13,1,14,9,13,4,6,106,213,12,58,298,20,14,20,0,1,5,41,2,1247,620,488,141,2497,2,33,91,37,7,99,16,13,8,6,6,20,572,6,17,91,52,5,20,14,43,448,21,7,7,2,111,147,122,44,36,121,16,128,3,10,12,26,2,19,282,5,11,170,11,4,1082,2,151,6682,2545,20,137,16,112,67,6,17,44,23,4,35,4,15
2020-07-03,91,55,4,139,71,26,12,18,14,395,883,108,12,55,66,193,14,6,152,11,6,47,2,478,28,81,20,15,1,14,9,14,4,6,108,217,12,58,308,20,17,20,0,1,5,45,3,1289,661,496,151,2601,2,33,92,41,7,98,17,15,8,6,6,25,598,6,19,91,53,5,20,15,44,451,22,7,7,2,111,149,125,45,36,124,15,127,3,10,12,27,2,19,284,5,11,172,13,4,1102,2,151,6755,2565,20,141,20,115,74,6,26,45,25,4,39,4,20
2020-07-04,93,55,5,139,74,28,12,18,14,410,883,108,13,56,69,210,16,6,159,11,6,47,2,493,29,82,20,16,1,14,9,14,4,6,109,217,12,58,317,20,17,20,0,1,5,45,3,1318,740,503,161,2641,2,40,92,41,7,98,18,16,8,7,6,25,605,6,19,91,55,5,20,19,44,457,23,8,9,2,111,149,128,45,36,130,15,128,3,10,12,27,2,19,284,5,11,173,17,4,1117,2,151,6837,2580,20,142,20,115,83,6,27,48,25,4,39,4,22
2020-07-05,93,55,5,139,72,28,12,18,14,418,884,108,13,57,70,214,16,6,161,11,6,48,2,500,29,84,20,17,1,14,9,14,4,6,110,217,12,58,328,20,17,20,0,1,5,45,3,1329,754,502,162,2696,2,40,93,45,8,98,18,16,8,7,6,25,612,6,19,91,57,5,20,19,44,467,23,8,9,2,111,151,134,46,36,130,15,128,3,10,12,27,2,19,284,5,11,181,18,4,1122,2,152,6887,2587,20,142,20,115,84,7,27,48,25,4,42,4,26
2020-07-06,93,56,5,139,72,29,12,19,14,424,892,108,13,57,71,221,19,6,164,11,6,49,2,504,28,87,20,17,1,15,9,14,4,6,110,227,12,60,351,20,17,20,0,1,5,45,3,1359,787,504,169,2748,2,48,93,46,8,102,18,20,8,7,6,25,632,6,19,91,61,5,21,19,45,478,23,8,9,2,111,156,135,49,36,131,15,129,3,10,13,28,2,19,287,5,11,185,19,4,1140,2,152,6931,2621,21,145,20,115,96,9,27,50,25,5,44,4,28
2020-07-07,95,59,6,139,81,30,12,20,16,464,911,111,12,61,74,252,20,6,169,12,6,54,2,510,29,94,23,18,1,15,10,15,5,6,116,231,12,63,373,20,19,20,0,1,5,44,3,1397,833,514,197,2814,2,57,94,48,8,105,19,21,10,7,6,26,652,6,20,95,65,5,21,22,45,502,24,8,10,2,114,163,136,48,37,135,16,130,4,10,13,29,2,19,290,5,11,188,22,4,1167,2,158,7066,2657,22,146,19,119,105,9,26,54,25,5,48,4,29
2020-07-08,98,59,6,142,86,31,12,20,18,477,923,111,12,61,76,271,20,6,178,12,6,64,2,526,31,95,23,19,1,16,10,15,5,6,115,235,13,63,385,20,21,20,1,1,5,44,3,1438,881,527,199,2870,2,70,97,52,8,106,19,21,15,7,6,27,670,6,22,95,66,5,21,26,46,518,24,9,11,2,115,164,139,51,37,139,17,134,4,10,14,30,2,20,295,5,11,191,23,4,1197,3,158,7284,2692,22,148,21,118,112,9,26,53,26,5,46,4,30
2020-07-09,99,58,6,142,87,31,12,21,20,504,927,116,14,61,77,292,25,7,190,12,6,67,2,539,31,99,25,19,2,17,11,15,5,8,119,248,13,66,407,20,28,20,1,1,5,48,3,1490,940,539,208,2957,2,76,100,53,8,110,20,24,17,7,6,29,678,6,22,98,66,5,23,26,47,540,25,9,11,2,115,168,142,53,38,143,19,134,3,10,14,30,5,20,299,5,11,192,23,4,1230,3,162,7469,2811,23,150,21,118,119,10,28,54,26,5,47,4,31
2020-07-10,100,55,6,142,91,31,13,22,21,534,938,116,15,63,78,314,25,7,195,12,6,71,2,550,33,100,28,21,2,17,11,16,5,11,128,264,14,67,425,21,28,22,1,1,5,49,3,1543,969,558,219,3040,2,84,101,54,8,110,20,24,20,7,6,29,688,6,23,98,65,5,23,27,49,548,26,9,12,2,116,168,143,53,39,151,19,137,3,10,17,30,5,20,307,5,11,198,24,5,1265,4,163,7586,2884,23,153,22,117,122,11,29,54,26,5,50,4,36
2020-07-11,100,55,6,142,96,33,13,22,21,566,938,117,15,63,83,329,26,7,205,12,6,73,2,557,33,103,28,21,2,18,11,16,5,12,127,273,15,67,431,21,28,25,1,1,5,49,3,1558,985,564,236,3086,2,85,102,58,8,112,20,25,24,7,7,31,705,7,24,100,65,5,22,27,51,550,26,9,13,2,116,170,144,53,40,152,20,140,3,10,17,30,6,20,309,5,11,206,27,5,1315,5,165,7761,2916,24,154,22,117,123,11,32,57,26,5,51,4,36
2020-07-12,100,55,6,142,96,34,13,22,22,570,938,117,15,63,85,328,31,7,205,12,6,76,2,558,33,103,28,22,2,18,11,16,5,12,127,279,15,66,435,21,28,25,1,1,5,49,3,1586,1008,583,246,3113,2,87,103,59,8,119,20,25,25,7,7,31,707,7,24,99,68,5,22,28,52,552,26,9,13,2,116,170,148,53,40,154,21,143,3,10,17,31,10,20,310,5,11,207,27,4,1341,5,165,7809,2946,24,153,22,117,123,11,32,57,26,5,51,4,38
2020-07-13,100,55,6,142,97,34,14,23,23,595,945,118,15,64,87,330,38,7,207,12,6,77,2,565,33,111,28,22,2,18,11,16,5,13,134,283,15,66,469,22,29,25,1,1,5,49,3,1610,1019,594,249,3157,2,89,103,60,9,120,20,26,25,7,7,33,712,7,25,99,66,5,23,28,52,560,26,9,15,2,120,172,156,53,40,156,22,141,3,10,17,31,10,20,314,5,11,209,28,4,1371,5,167,7897,2970,24,153,22,118,126,11,34,57,27,6,54,4,39
2020-07-14,102,55,6,143,105,37,16,26,27,627,956,122,15,64,90,361,39,8,217,12,7,80,2,579,35,116,30,23,2,20,11,17,9,16,136,305,17,67,492,22,31,27,1,1,5,52,3,1646,1056,613,264,3215,2,102,104,60,9,122,22,27,28,7,6,36,743,7,28,99,68,6,22,28,57,587,26,9,15,2,136,172,163,52,44,164,22,145,3,10,21,31,10,20,319,5,11,219,29,5,1437,6,173,8140,3044,25,155,30,118,135,13,36,60,27,6,55,4,45
2020-07-15,103,55,6,143,125,41,16,26,30,639,955,122,15,64,92,375,41,8,225,15,7,90,2,589,36,126,32,24,2,22,11,19,9,17,138,317,18,68,517,22,33,27,1,1,8,54,3,1681,1090,635,279,3294,2,115,104,65,8,127,22,27,32,7,6,38,757,8,29,98,69,7,23,28,79,607,26,9,15,2,141,176,166,52,44,173,23,146,3,10,21,31,10,22,324,5,11,235,29,5,1496,6,174,8300,3134,26,162,32,121,142,14,38,65,28,5,60,4,45
2020-07-16,105,55,6,144,146,41,17,29,32,665,958,125,17,72,88,400,42,8,233,16,8,93,2,597,36,133,32,26,2,23,12,19,9,21,138,324,18,68,546,22,34,31,2,1,8,56,3,1704,1119,643,296,3366,2,122,105,81,10,128,22,28,32,8,6,39,767,7,31,98,70,6,23,28,88,625,27,9,15,2,150,176,184,53,45,176,25,146,3,10,21,32,11,23,324,5,11,237,29,5,1533,6,179,8561,3194,26,163,32,122,147,13,36,68,38,5,62,4,48
2020-07-17,106,59,6,152,147,42,17,29,33,701,962,133,17,78,91,407,43,8,237,20,11,104,2,607,38,143,32,27,3,23,13,20,9,22,146,337,18,69,575,22,34,35,2,1,11,58,3,1750,1177,670,322,3454,2,128,108,86,10,133,21,28,35,8,6,41,782,7,35,99,71,6,23,28,96,638,30,10,15,2,153,178,187,53,46,192,26,146,3,10,21,36,11,23,328,5,11,240,29,6,1581,6,184,8739,3256,26,165,36,122,155,16,38,72,39,5,67,4,49
2020-07-18,107,60,6,155,154,45,17,32,39,733,971,142,19,78,100,428,47,8,250,25,13,113,2,617,38,158,33,28,4,27,13,20,10,22,146,348,18,70,596,22,35,40,2,1,12,62,3,1810,1226,690,350,3564,2,134,116,87,10,144,21,30,36,9,6,45,800,8,41,100,71,6,23,29,98,638,29,10,17,2,160,178,194,53,46,198,55,155,4,10,21,37,10,24,343,5,11,242,30,6,1673,10,188,8862,3339,27,169,37,122,166,16,40,78,39,5,74,4,52
2020-07-19,107,65,6,157,156,48,18,32,40,742,974,145,19,80,102,429,48,8,268,25,13,118,2,625,36,159,33,28,4,28,13,20,10,26,147,354,18,70,625,22,35,41,2,1,15,63,4,1912,1239,711,354,3715,2,138,117,94,12,153,22,30,36,9,7,48,817,8,42,100,71,7,24,31,101,651,29,10,17,3,160,179,197,57,47,207,85,155,4,11,21,37,10,27,346,6,11,244,31,7,1746,10,189,8990,3403,29,169,38,122,174,16,41,85,40,5,76,4,51
2020-07-20,110,66,6,158,160,51,19,32,43,750,975,146,23,81,108,445,48,9,285,25,13,122,2,630,38,161,35,28,4,28,13,20,10,28,149,360,19,70,650,22,35,41,2,2,17,63,4,1954,1256,728,355,3809,3,145,119,104,12,153,23,30,36,11,7,50,819,8,42,100,71,7,24,34,101,659,33,12,22,3,161,182,199,57,47,208,93,155,4,11,21,37,10,30,348,6,11,244,33,7,1774,11,191,9114,3447,30,171,38,122,178,16,42,89,40,5,78,5,51
